OPE ID,School,State,Zip Code,School Type,Recipients Q1,Loans Originated Q1,Loan Amount Q1 (USD),Disbursements Q1,Disbursement Amount Q1 (USD),Recipients Q2,Loans Originated Q2,Loan Amount Q2 (USD),Disbursements Q2,Disbursement Amount Q2 (USD),Recipients Q3,Loans Originated Q3,Loan Amount Q3 (USD),Disbursements Q3,Disbursement Amount Q3 (USD),Recipients Q4,Loans Originated Q4,Loan Amount Q4 (USD),Disbursements Q4,Disbursement Amount Q4 (USD)
3079100,NORTH CENTRAL INSTITUTE,TN,370423116,PROPRIETARY,3,3," $10,104.00 ",3," $4,963.00 ",3,3," $13,247.00 ",3," $6,538.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3088800,"WATKINS COLLEGE OF ART, DESIGN & FILM",TN,372281306,PRIVATE,201,204," $8,51,608.00 ",204," $4,32,441.00 ",194,196," $8,58,186.00 ",196," $4,34,084.00 ",56,56," $6,58,782.00 ",56," $3,33,142.00 ", -   , -   , $-   ,0, $-   
3355400,RICHMONT GRADUATE UNIVERSITY,TN,374043026,PRIVATE,142,143," $11,82,549.00 ",144," $5,88,875.00 ",106,109," $11,26,450.00 ",110," $5,58,575.00 ", -   , -   , $-   ,0, $-   ,13,14," $2,02,430.00 ",14," $86,332.00 "
3440300,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,381043104,PRIVATE,516,518," $20,99,658.00 ",520," $10,18,426.00 ",567,596," $32,21,235.00 ",602," $15,54,044.00 ",15,16," $1,08,356.00 ",16," $57,928.00 ", -   , -   , $-   ,0, $-   
3513500,WILLIAMSON CHRISTIAN COLLEGE,TN,370678237,PRIVATE,9,10," $35,239.00 ",13," $23,245.00 ",11,11," $51,114.00 ",14," $27,933.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3647300,NEW CONCEPTS SCHOOL OF COSMETOLOGY,TN,373117373,PROPRIETARY,4,5," $8,100.00 ",6," $5,600.00 ",2,2," $7,350.00 ",2," $3,675.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3830300,SAE INSTITUTE OF TECHNOLOGY,TN,372034310,PROPRIETARY,22,22," $74,949.00 ",22," $37,350.00 ",20,20," $88,975.00 ",20," $44,000.00 ",6,6," $98,050.00 ",6," $49,025.00 ", -   , -   , $-   ,0, $-   
3982300,VISIBLE MUSIC COLLEGE,TN,381032710,PRIVATE,56,56," $2,42,918.00 ",56," $1,21,459.00 ",56,57," $2,20,488.00 ",57," $1,08,494.00 ",12,12," $1,25,085.00 ",13," $63,893.00 ", -   , -   , $-   ,0, $-   
353700,ABILENE CHRISTIAN UNIVERSITY,TX,796993701,PRIVATE,"1,797","1,852"," $88,09,474.00 ","1,855"," $46,09,327.00 ","2,077","2,347"," $1,00,29,743.00 ","2,350"," $52,31,442.00 ",203,208," $28,63,019.00 ",214," $15,59,047.00 ",11,12," $93,622.00 ",12," $51,574.00 "
353900,ALVIN COMMUNITY COLLEGE,TX,775114807,PUBLIC,215,215," $7,69,632.00 ",215," $2,03,125.00 ",62,63," $2,80,686.00 ",63," $71,215.00 ",2,2," $17,500.00 ",2," $8,750.00 ", -   , -   , $-   ,0, $-   
354000,AMARILLO COLLEGE,TX,791092446,PUBLIC,"1,113","1,120"," $35,41,887.00 ","1,128"," $21,73,476.00 ",840,847," $34,34,382.00 ",852," $19,58,691.00 ",1,1," $2,334.00 ",1," $1,167.00 ", -   , -   , $-   ,0, $-   
354100,ANGELO STATE UNIVERSITY,TX,769095069,PUBLIC,"2,337","2,418"," $95,26,566.00 ","2,420"," $50,54,808.00 ","2,265","2,658"," $1,01,02,975.00 ","2,661"," $53,30,734.00 ",300,308," $20,18,988.00 ",309," $10,41,385.00 ", -   , -   , $-   ,0, $-   
354300,AUSTIN COLLEGE,TX,750904440,PRIVATE,490,498," $19,42,291.00 ",498," $9,74,950.00 ",608,679," $26,40,605.00 ",679," $13,21,735.00 ",198,203," $22,38,100.00 ",203," $11,11,883.00 ", -   , -   , $-   ,0, $-   
354400,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,TX,787055797,PRIVATE,30,30," $2,27,579.00 ",30," $1,13,459.00 ",20,20," $1,37,871.00 ",20," $68,419.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
354500,BAYLOR UNIVERSITY,TX,767981458,PRIVATE,"5,600","5,847"," $2,75,37,130.00 ","5,850"," $1,41,76,030.00 ","5,467","6,463"," $2,56,60,323.00 ","6,468"," $1,30,85,346.00 ",834,879," $1,44,83,835.00 ",891," $79,41,265.00 ",232,244," $40,38,923.00 ",248," $17,89,814.00 "
354600,COASTAL BEND COLLEGE,TX,781022197,PUBLIC,324,324," $10,01,945.00 ",324," $5,08,636.00 ",249,250," $9,45,170.00 ",250," $4,68,205.00 ",5,5," $19,247.00 ",5," $10,074.00 ", -   , -   , $-   ,0, $-   
354900,BLINN COLLEGE,TX,778334098,PUBLIC,"2,258","2,281"," $77,08,097.00 ","2,318"," $40,49,259.00 ","1,179","1,268"," $46,84,353.00 ","1,304"," $24,06,403.00 ",173,173," $10,67,679.00 ",173," $5,44,837.00 ", -   , -   , $-   ,0, $-   
355300,CISCO COLLEGE,TX,764379803,PUBLIC,376,376," $11,94,797.00 ",376," $3,14,112.00 ",408,408," $15,42,073.00 ",409," $4,11,798.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
355400,CLARENDON COLLEGE,TX,792260000,PUBLIC,204,204," $5,71,497.00 ",211," $3,13,224.00 ",203,205," $7,82,235.00 ",217," $4,17,475.00 ",3,3," $16,868.00 ",3," $8,434.00 ", -   , -   , $-   ,0, $-   
355700,CONCORDIA UNIVERSITY TEXAS,TX,787264141,PRIVATE,438,443," $21,12,390.00 ",444," $9,93,499.00 ",603,614," $39,98,451.00 ",615," $18,72,440.00 ",48,48," $5,89,537.00 ",48," $3,10,679.00 ", -   , -   , $-   ,0, $-   
355800,NORTH CENTRAL TEXAS COLLEGE,TX,762404699,PUBLIC,907,907," $29,99,904.00 ",907," $7,86,858.00 ",538,538," $19,77,431.00 ",538," $5,17,324.00 ",7,7," $28,500.00 ",8," $8,250.00 ", -   , -   , $-   ,0, $-   
356000,DALLAS BAPTIST UNIVERSITY,TX,752119299,PRIVATE,"1,586","1,616"," $78,64,678.00 ","1,619"," $43,38,616.00 ","1,801","1,949"," $1,24,86,308.00 ","1,951"," $67,69,181.00 ",136,138," $8,94,513.00 ",139," $4,60,159.00 ",3,3," $30,742.00 ",3," $16,425.00 "
356100,CEDAR VALLEY COLLEGE,TX,751343799,PUBLIC,22,25," $80,589.00 ",26," $44,046.00 ",16,17," $77,145.00 ",17," $40,450.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
356200,DALLAS THEOLOGICAL SEMINARY,TX,752046411,PRIVATE,217,219," $12,51,871.00 ",220," $7,74,495.00 ",45,46," $1,79,034.00 ",47," $1,23,299.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
356300,DEL MAR COLLEGE,TX,784043897,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,6,6," $46,968.00 ",6," $27,234.00 ", -   , -   , $-   ,0, $-   
356400,EAST TEXAS BAPTIST UNIVERSITY,TX,756701423,PRIVATE,366,366," $14,58,969.00 ",370," $8,04,596.00 ",383,383," $15,54,360.00 ",387," $8,20,022.00 ",34,34," $2,03,591.00 ",34," $1,21,975.00 ", -   , -   , $-   ,0, $-   
356500,TEXAS A&M UNIVERSITY - COMMERCE,TX,754293011,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,123,124," $9,35,334.00 ",126," $4,74,578.00 ", -   , -   , $-   ,0, $-   
356800,FRANK PHILLIPS COLLEGE,TX,790074427,PUBLIC,159,177," $5,56,196.00 ",178," $2,93,620.00 ",158,171," $6,69,835.00 ",173," $3,50,191.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
357000,GRAYSON COUNTY COLLEGE,TX,750208299,PUBLIC,610,610," $21,24,288.00 ",617," $10,64,999.00 ",509,509," $22,72,772.00 ",517," $11,33,074.00 ",2,2," $4,634.00 ",3," $3,284.00 ", -   , -   , $-   ,0, $-   
357100,HARDIN-SIMMONS UNIVERSITY,TX,796986050,PRIVATE,"1,016","1,040"," $46,40,157.00 ","1,042"," $24,84,799.00 ","1,134","1,416"," $61,17,850.00 ","1,421"," $33,10,510.00 ",49,50," $4,86,985.00 ",53," $2,81,983.00 ",5,5," $51,224.00 ",5," $27,112.00 "
357200,TRINITY VALLEY COMMUNITY COLLEGE,TX,757512734,PUBLIC,363,402," $12,16,836.00 ",453," $6,46,539.00 ",384,424," $14,36,608.00 ",475," $7,54,160.00 ",1,1," $2,500.00 ",1," $1,250.00 ", -   , -   , $-   ,0, $-   
357300,HILL COLLEGE,TX,766452711,PUBLIC,202,203," $6,97,060.00 ",206," $3,23,874.00 ",201,208," $8,84,267.00 ",211," $4,05,550.00 ",1,1," $8,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   
357500,HOWARD PAYNE UNIVERSITY,TX,768012715,PRIVATE,447,450," $17,18,020.00 ",450," $8,81,067.00 ",525,546," $24,72,023.00 ",546," $12,50,415.00 ",74,76," $6,73,571.00 ",76," $3,38,127.00 ", -   , -   , $-   ,0, $-   
357600,HOUSTON BAPTIST UNIVERSITY,TX,770743298,PRIVATE,739,758," $32,22,854.00 ",787," $16,89,569.00 ",744,810," $40,07,715.00 ",836," $20,74,562.00 ",105,107," $13,83,561.00 ",112," $7,42,177.00 ",6,6," $50,923.00 ",6," $25,464.00 "
357700,HUSTON - TILLOTSON UNIVERSITY,TX,787022795,PRIVATE,304,311," $13,08,393.00 ",327," $6,90,247.00 ",300,325," $16,16,549.00 ",349," $8,21,605.00 ",10,11," $97,947.00 ",11," $49,888.00 ", -   , -   , $-   ,0, $-   
357800,UNIVERSITY OF THE INCARNATE WORD,TX,782096398,PRIVATE,"2,849","2,954"," $1,35,10,916.00 ","3,006"," $61,99,930.00 ","3,101","3,828"," $2,29,08,219.00 ","3,903"," $1,04,66,197.00 ",238,240," $28,54,695.00 ",242," $14,99,579.00 ",171,178," $11,94,280.00 ",179," $6,13,660.00 "
358000,KILGORE COLLEGE,TX,756623299,PUBLIC,"1,319","1,319"," $47,53,829.00 ","1,320"," $24,18,570.00 ","1,179","1,180"," $54,65,215.00 ","1,185"," $27,52,932.00 ",2,2," $11,965.00 ",2," $5,983.00 ", -   , -   , $-   ,0, $-   
358100,LAMAR UNIVERSITY,TX,777100042,PUBLIC,"3,409","3,509"," $1,46,25,738.00 ","3,783"," $76,73,181.00 ","3,299","3,600"," $1,66,64,365.00 ","3,921"," $87,53,473.00 ",86,88," $6,87,450.00 ",88," $3,50,367.00 ",2,2," $11,726.00 ",3," $6,984.00 "
358200,LAREDO COMMUNITY COLLEGE,TX,780404395,PUBLIC,35,35," $21,772.00 ",66," $21,481.00 ",1,1, $303.00 ,2, $303.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
358300,LEE COLLEGE,TX,775204796,PUBLIC,306,308," $10,75,039.00 ",308," $5,39,545.00 ",126,129," $4,90,719.00 ",129," $2,56,309.00 ",1,1," $3,000.00 ",1," $1,500.00 ", -   , -   , $-   ,0, $-   
358400,LETOURNEAU UNIVERSITY,TX,756023564,PRIVATE,"1,115","1,128"," $48,01,282.00 ","1,132"," $23,37,503.00 ","1,149","1,177"," $56,83,200.00 ","1,181"," $28,02,056.00 ",89,89," $12,95,926.00 ",93," $7,70,077.00 ", -   , -   , $-   ,0, $-   
358500,LON MORRIS COLLEGE,TX,757662900,PRIVATE,364,366," $11,85,430.00 ",366," $6,25,676.00 ",349,403," $11,45,615.00 ",403," $6,01,147.00 ",26,26," $2,07,659.00 ",26," $1,12,305.00 ", -   , -   , $-   ,0, $-   
358600,LUBBOCK CHRISTIAN UNIVERSITY,TX,794072099,PRIVATE,528,532," $22,03,220.00 ",532," $12,37,342.00 ",603,652," $29,78,983.00 ",653," $16,60,866.00 ",42,43," $3,83,370.00 ",43," $2,01,255.00 ", -   , -   , $-   ,0, $-   
358800,UNIVERSITY OF MARY HARDIN-BAYLOR,TX,765132599,PRIVATE,"1,488","1,491"," $69,61,354.00 ","1,506"," $35,66,700.00 ","1,489","1,761"," $71,32,421.00 ","1,809"," $36,64,714.00 ",209,213," $21,78,399.00 ",221," $11,18,405.00 ", -   , -   , $-   ,0, $-   
359000,MCLENNAN COMMUNITY COLLEGE,TX,767081498,PUBLIC,9,9," $10,786.00 ",18," $10,712.00 ",16,16," $24,634.00 ",30," $22,304.00 ",7,7," $43,396.00 ",7," $20,212.00 ", -   , -   , $-   ,0, $-   
359100,MCMURRY UNIVERSITY,TX,796970001,PRIVATE,658,671," $26,54,882.00 ",674," $13,89,510.00 ",681,765," $31,96,089.00 ",769," $16,66,205.00 ",35,37," $3,55,183.00 ",37," $1,89,465.00 ", -   , -   , $-   ,0, $-   
359200,MIDWESTERN STATE UNIVERSITY,TX,763082099,PUBLIC,"2,057","2,135"," $89,14,890.00 ","2,137"," $46,84,556.00 ","2,178","2,458"," $1,16,74,316.00 ","2,461"," $61,51,614.00 ",189,194," $14,43,885.00 ",194," $7,59,167.00 ",1,1," $2,100.00 ",1," $1,050.00 "
359300,NAVARRO COLLEGE,TX,751104818,PUBLIC,"2,728","2,755"," $90,18,758.00 ","2,772"," $46,26,447.00 ","2,389","2,440"," $1,10,53,265.00 ","2,458"," $56,59,256.00 ",8,8," $49,033.00 ",9," $25,217.00 ", -   , -   , $-   ,0, $-   
359600,ODESSA COLLEGE,TX,797647127,PUBLIC,119,119," $3,70,574.00 ",120," $1,13,581.00 ",107,108," $3,81,796.00 ",108," $1,11,161.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
359800,OUR LADY OF THE LAKE UNIVERSITY,TX,782074689,PRIVATE,"1,418","1,445"," $76,25,021.00 ","1,445"," $39,35,676.00 ","1,472","1,633"," $1,06,44,510.00 ","1,633"," $55,10,552.00 ",73,73," $6,05,383.00 ",73," $3,25,317.00 ",16,17," $1,09,584.00 ",17," $57,320.00 "
360100,PARIS JUNIOR COLLEGE,TX,754606298,PUBLIC,697,697," $25,02,287.00 ",697," $12,57,565.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
360300,RANGER COLLEGE,TX,764703298,PUBLIC,75,75," $2,20,994.00 ",75," $94,344.00 ",94,94," $3,67,383.00 ",96," $1,57,794.00 ",6,6," $32,514.00 ",6," $15,784.00 ", -   , -   , $-   ,0, $-   
360400,RICE UNIVERSITY,TX,770051892,PRIVATE,761,796," $46,21,099.00 ",796," $23,32,476.00 ",671,690," $56,41,625.00 ",693," $28,43,611.00 ",97,98," $18,31,793.00 ",100," $9,80,243.00 ",123,131," $29,08,663.00 ",134," $15,81,866.00 "
360600,SAM HOUSTON STATE UNIVERSITY,TX,773400000,PUBLIC,"5,231","5,348"," $2,40,59,598.00 ","5,368"," $1,23,87,682.00 ","5,334","6,141"," $2,86,25,202.00 ","6,166"," $1,47,86,943.00 ",550,559," $36,75,511.00 ",567," $18,81,161.00 ", -   , -   , $-   ,0, $-   
360800,SAINT PHILIP'S COLLEGE,TX,782032098,PUBLIC,686,690," $25,03,518.00 ",692," $12,78,306.00 ",409,411," $20,18,044.00 ",412," $10,28,100.00 ",2,2," $14,000.00 ",2," $7,000.00 ", -   , -   , $-   ,0, $-   
360900,SAN JACINTO COMMUNITY COLLEGE DISTRICT,TX,775043323,PUBLIC,795,795," $26,31,991.00 ",795," $13,63,554.00 ",813,813," $33,64,851.00 ",813," $17,41,299.00 ",5,5," $16,450.00 ",5," $8,850.00 ", -   , -   , $-   ,0, $-   
361000,SCHREINER UNIVERSITY,TX,780285697,PRIVATE,542,550," $21,69,586.00 ",552," $11,28,604.00 ",599,716," $26,06,118.00 ",719," $13,42,386.00 ",79,80," $7,09,507.00 ",80," $3,98,225.00 ", -   , -   , $-   ,0, $-   
361100,SOUTH PLAINS COLLEGE,TX,793366504,PUBLIC,"1,293","1,339"," $36,95,888.00 ","1,377"," $11,75,871.00 ","1,321","1,385"," $40,20,948.00 ","1,422"," $12,32,333.00 ",24,25," $1,20,743.00 ",26," $38,846.00 ", -   , -   , $-   ,0, $-   
361200,UNIVERSITY OF HOUSTON - DOWNTOWN,TX,770021001,PUBLIC,"3,834","3,940"," $1,59,53,084.00 ","3,951"," $83,69,984.00 ","3,171","3,275"," $1,86,76,477.00 ","3,284"," $98,07,150.00 ",14,14," $1,29,858.00 ",14," $64,929.00 ", -   , -   , $-   ,0, $-   
361300,SOUTHERN METHODIST UNIVERSITY,TX,752750100,PRIVATE,"2,725","2,741"," $1,72,53,644.00 ","2,741"," $87,40,959.00 ","2,734","2,873"," $2,17,39,721.00 ","2,874"," $1,08,63,257.00 ",420,433," $84,97,336.00 ",434," $46,04,065.00 ",722,762," $1,58,50,971.00 ",763," $74,39,300.00 "
361400,SOUTHWEST TEXAS JUNIOR COLLEGE,TX,788016221,PUBLIC,275,278," $9,53,753.00 ",282," $4,82,943.00 ",173,179," $6,25,454.00 ",180," $3,13,886.00 ",1,1," $2,000.00 ",1," $1,000.00 ", -   , -   , $-   ,0, $-   
361500,TEXAS STATE UNIVERSITY-SAN MARCOS,TX,786664602,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,2,2," $18,000.00 ",2," $9,000.00 ", -   , -   , $-   ,0, $-   
361600,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,TX,751652397,PRIVATE,975,988," $45,03,945.00 ",988," $23,29,353.00 ",906,963," $44,17,483.00 ",963," $22,86,574.00 ",65,66," $6,78,357.00 ",66," $3,72,773.00 ", -   , -   , $-   ,0, $-   
361800,SOUTHWESTERN CHRISTIAN COLLEGE,TX,751603400,PRIVATE,14,14," $37,673.00 ",14," $20,150.00 ",15,16," $69,807.00 ",16," $32,526.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
361900,SOUTHWESTERN ADVENTIST UNIVERSITY,TX,760591922,PRIVATE,324,324," $14,01,445.00 ",326," $7,44,249.00 ",265,268," $12,09,615.00 ",272," $6,17,685.00 ",16,16," $1,48,287.00 ",16," $80,344.00 ", -   , -   , $-   ,0, $-   
362000,SOUTHWESTERN UNIVERSITY,TX,786266111,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,208,217," $33,74,777.00 ",218," $17,19,311.00 ", -   , -   , $-   ,0, $-   
362100,SAINT EDWARDS UNIVERSITY,TX,787040000,PRIVATE,"1,812","1,851"," $83,82,589.00 ","1,851"," $43,39,648.00 ","1,926","2,009"," $97,69,431.00 ","2,009"," $50,62,512.00 ",111,116," $13,92,459.00 ",116," $7,50,391.00 ",11,12," $1,47,192.00 ",12," $78,346.00 "
362300,SAINT MARY'S UNIVERSITY,TX,782288500,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,1,1," $6,556.00 ",1," $6,556.00 ",5,5," $72,717.00 ",5," $43,482.00 "
362400,STEPHEN F AUSTIN STATE UNIVERSITY,TX,759620001,PUBLIC,"5,469","5,724"," $2,40,03,248.00 ","5,871"," $1,27,94,329.00 ","5,272","6,793"," $2,74,58,809.00 ","6,948"," $1,46,08,419.00 ",748,757," $74,94,321.00 ",761," $38,75,044.00 ", -   , -   , $-   ,0, $-   
362500,SUL ROSS STATE UNIVERSITY,TX,798320113,PUBLIC,941,"1,146"," $42,69,623.00 ","1,260"," $23,61,344.00 ",540,635," $23,88,767.00 ",716," $13,37,408.00 ",24,26," $1,77,474.00 ",27," $91,961.00 ", -   , -   , $-   ,0, $-   
362600,TARRANT COUNTY COLLEGE DISTRICT,TX,761026599,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,1,1," $12,481.00 ",1," $6,241.00 ", -   , -   , $-   ,0, $-   
362700,TEMPLE COLLEGE,TX,765047435,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,4,4," $32,255.00 ",4," $16,128.00 ", -   , -   , $-   ,0, $-   
363100,TARLETON STATE UNIVERSITY,TX,764010002,PUBLIC,"3,532","3,586"," $1,65,85,193.00 ","3,589"," $84,69,257.00 ","3,490","3,836"," $2,01,58,868.00 ","3,842"," $1,02,64,278.00 ",404,406," $36,73,095.00 ",408," $18,77,972.00 ", -   , -   , $-   ,0, $-   
363200,TEXAS A&M UNIVERSITY,TX,778431246,PUBLIC,"10,138","10,424"," $4,87,02,372.00 ","10,460"," $2,61,77,262.00 ","11,326","12,063"," $6,26,82,461.00 ","12,099"," $3,32,71,374.00 ","2,050","2,086"," $2,20,17,030.00 ","2,097"," $1,15,43,789.00 ",25,26," $2,97,466.00 ",26," $1,51,964.00 "
363400,TEXAS STATE TECHNICAL COLLEGE,TX,767051695,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,15,15," $1,34,506.00 ",15," $46,002.00 ", -   , -   , $-   ,0, $-   
363500,TEXAS CHIROPRACTIC COLLEGE,TX,775051699,PRIVATE,287,288," $17,85,460.00 ",289," $11,84,089.00 ",292,298," $52,15,305.00 ",302," $34,23,058.00 ", -   , -   , $-   ,0, $-   ,15,15," $2,44,580.00 ",18," $1,40,586.00 "
363600,TEXAS CHRISTIAN UNIVERSITY,TX,761290001,PRIVATE,"2,055","2,102"," $98,03,351.00 ","2,103"," $52,04,831.00 ","2,293","2,589"," $1,18,30,728.00 ","2,592"," $61,65,586.00 ",764,790," $1,47,10,447.00 ",797," $75,72,883.00 ",88,94," $17,13,632.00 ",94," $8,61,031.00 "
363700,JARVIS CHRISTIAN COLLEGE,TX,757651470,PRIVATE,68,68," $3,33,310.00 ",68," $1,64,838.00 ",58,58," $2,95,550.00 ",60," $1,19,268.00 ",1,1," $12,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   
363800,TEXAS COLLEGE,TX,757024500,PRIVATE,430,439," $16,34,473.00 ",442," $8,25,177.00 ",403,454," $14,59,984.00 ",456," $7,32,499.00 ",4,5," $30,675.00 ",5," $18,190.00 ", -   , -   , $-   ,0, $-   
363900,TEXAS A&M UNIVERSITY - KINGSVILLE,TX,783638203,PUBLIC,"3,384","3,424"," $1,61,02,299.00 ","3,425"," $83,99,550.00 ","2,908","3,028"," $1,52,42,791.00 ","3,032"," $79,92,925.00 ",81,83," $6,89,883.00 ",83," $3,49,435.00 ", -   , -   , $-   ,0, $-   
364100,TEXAS LUTHERAN UNIVERSITY,TX,781555999,PRIVATE,734,738," $30,05,166.00 ",738," $15,67,174.00 ",841,915," $35,22,517.00 ",915," $18,38,828.00 ",122,133," $14,06,353.00 ",134," $7,53,472.00 ", -   , -   , $-   ,0, $-   
364200,TEXAS SOUTHERN UNIVERSITY,TX,770044598,PUBLIC,"4,917","5,000"," $2,54,02,243.00 ","5,003"," $1,29,11,118.00 ","4,887","5,389"," $3,30,11,998.00 ","5,394"," $1,67,55,287.00 ",165,170," $21,70,690.00 ",170," $10,85,179.00 ",212,220," $22,54,975.00 ",222," $11,28,674.00 "
364400,TEXAS TECH UNIVERSITY,TX,794090000,PUBLIC,"8,408","8,645"," $4,08,31,578.00 ","8,679"," $2,15,12,479.00 ","9,724","10,566"," $5,09,93,180.00 ","10,592"," $2,66,11,097.00 ","1,000","1,023"," $1,00,52,441.00 ","1,028"," $53,38,230.00 ",132,142," $10,12,771.00 ",145," $5,28,624.00 "
364500,TEXAS WESLEYAN UNIVERSITY,TX,761051536,PRIVATE,"1,379","1,441"," $83,41,085.00 ","1,473"," $43,28,470.00 ","1,575","1,699"," $1,37,66,227.00 ","1,734"," $71,00,006.00 ",15,16," $1,24,415.00 ",16," $71,460.00 ",401,505," $60,00,744.00 ",508," $30,28,119.00 "
364600,TEXAS WOMAN'S UNIVERSITY,TX,762045587,PUBLIC,"4,321","4,483"," $1,79,14,650.00 ","4,483"," $97,45,574.00 ","4,687","4,988"," $2,81,27,934.00 ","4,989"," $1,53,28,619.00 ",48,49," $3,61,690.00 ",49," $1,98,346.00 ",71,73," $2,65,605.00 ",73," $1,35,135.00 "
364700,TRINITY UNIVERSITY,TX,782127200,PRIVATE,562,565," $24,50,820.00 ",580," $12,64,306.00 ",589,621," $28,25,734.00 ",628," $14,71,937.00 ",224,227," $32,11,400.00 ",230," $16,90,716.00 ",11,11," $1,11,998.00 ",11," $70,976.00 "
364800,TYLER JUNIOR COLLEGE,TX,757013436,PUBLIC,"1,947","1,957"," $67,59,188.00 ","1,960"," $34,66,559.00 ","1,854","1,921"," $80,99,714.00 ","1,923"," $41,38,279.00 ",30,30," $1,49,962.00 ",30," $76,552.00 ", -   , -   , $-   ,0, $-   
365100,UNIVERSITY OF DALLAS,TX,750624799,PRIVATE,777,778," $40,99,565.00 ",781," $20,35,956.00 ",734,769," $35,45,815.00 ",773," $17,53,543.00 ",88,93," $10,59,486.00 ",94," $5,31,995.00 ",14,15," $1,00,646.00 ",17," $59,736.00 "
365200,UNIVERSITY OF HOUSTON,TX,772042010,PUBLIC,"10,077","10,219"," $5,17,89,199.00 ","10,219"," $2,67,35,005.00 ","8,717","9,140"," $6,08,98,146.00 ","9,141"," $3,13,59,011.00 ",203,206," $20,40,757.00 ",207," $10,43,950.00 ",191,201," $19,36,806.00 ",201," $10,12,644.00 "
365400,UNIVERSITY OF SAINT THOMAS,TX,770064626,PRIVATE,633,645," $34,61,815.00 ",645," $17,77,053.00 ",661,731," $45,76,721.00 ",731," $23,59,619.00 ",91,94," $11,05,027.00 ",94," $5,85,613.00 ",7,7," $58,335.00 ",8," $46,490.00 "
365600,UNIVERSITY OF TEXAS AT ARLINGTON,TX,760130000,PUBLIC,"9,490","9,724"," $4,11,98,059.00 ","9,726"," $2,16,79,676.00 ","8,374","8,956"," $4,57,80,895.00 ","8,958"," $2,42,47,027.00 ",218,230," $18,64,070.00 ",230," $10,20,798.00 ",10,10," $79,013.00 ",10," $41,336.00 "
365800,UNIVERSITY OF TEXAS AT AUSTIN,TX,787120000,PUBLIC,"14,896","15,267"," $7,67,03,390.00 ","15,291"," $4,03,92,405.00 ","14,559","16,171"," $8,76,09,106.00 ","16,201"," $4,61,40,731.00 ","3,272","3,339"," $4,06,78,834.00 ","3,353"," $2,19,94,021.00 ","1,427","1,605"," $1,70,13,544.00 ","1,613"," $89,37,476.00 "
365900,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,TX,782293900,PUBLIC,1,1," $1,621.00 ",1, $811.00 ,1,1," $6,045.00 ",1," $3,023.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
366100,UNIVERSITY OF TEXAS AT EL PASO,TX,799680500,PUBLIC,"6,190","6,282"," $3,03,31,136.00 ","6,307"," $1,56,27,411.00 ","4,894","5,026"," $2,89,25,762.00 ","5,043"," $1,49,14,356.00 ",98,99," $6,84,299.00 ",100," $3,72,308.00 ",14,14," $80,633.00 ",14," $45,668.00 "
366200,VICTORIA COLLEGE,TX,779014494,PUBLIC,242,243," $8,36,244.00 ",245," $4,19,365.00 ",236,236," $11,59,689.00 ",240," $5,69,114.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
366300,WAYLAND BAPTIST UNIVERSITY,TX,790726998,PRIVATE,"1,008","1,019"," $41,70,516.00 ","1,019"," $15,44,783.00 ","1,124","1,187"," $64,82,770.00 ","1,187"," $23,40,149.00 ",17,17," $1,01,666.00 ",17," $56,428.00 ", -   , -   , $-   ,0, $-   
